Country,Year,Gender,State Name,Type Of Area,Status Of Employment,"Percentage Distribution Of Workers (UOM:%(Percentage)), Scaling Factor:1"
India,"Agriculture Year (Jul - Jun), 2022",Persons,Arunachal Pradesh,Rural + Urban,all,100.0
India,"Agriculture Year (Jul - Jun), 2022",Persons,Arunachal Pradesh,Urban,All self employed,51.4
India,"Agriculture Year (Jul - Jun), 2022",Persons,Arunachal Pradesh,Urban,Casual labour,5.1
India,"Agriculture Year (Jul - Jun), 2022",Persons,Arunachal Pradesh,Urban,Regular wage/salary,43.5
India,"Agriculture Year (Jul - Jun), 2022",Persons,Arunachal Pradesh,Urban,Self-Employed helper in hoursehold enterprise,11.1
India,"Agriculture Year (Jul - Jun), 2022",Persons,Arunachal Pradesh,Urban,"Self-Employed own account worker, employer",40.3
India,"Agriculture Year (Jul - Jun), 2022",Persons,Arunachal Pradesh,Urban,all,100.0
India,"Agriculture Year (Jul - Jun), 2022",Persons,Assam,Rural,All self employed,57.6
India,"Agriculture Year (Jul - Jun), 2022",Persons,Assam,Rural,Casual labour,32.9
India,"Agriculture Year (Jul - Jun), 2022",Persons,Assam,Rural,Regular wage/salary,9.5
India,"Agriculture Year (Jul - Jun), 2022",Persons,Assam,Rural,Self-Employed helper in hoursehold enterprise,8.3
India,"Agriculture Year (Jul - Jun), 2022",Persons,Assam,Rural,"Self-Employed own account worker, employer",49.2
India,"Agriculture Year (Jul - Jun), 2022",Persons,Assam,Rural,all,100.0
India,"Agriculture Year (Jul - Jun), 2022",Persons,Assam,Rural + Urban,All self employed,57.2
India,"Agriculture Year (Jul - Jun), 2022",Persons,Assam,Rural + Urban,Casual labour,31.9
India,"Agriculture Year (Jul - Jun), 2022",Persons,Assam,Rural + Urban,Regular wage/salary,10.8
India,"Agriculture Year (Jul - Jun), 2022",Persons,Assam,Rural + Urban,Self-Employed helper in hoursehold enterprise,8.3
India,"Agriculture Year (Jul - Jun), 2022",Persons,Assam,Rural + Urban,"Self-Employed own account worker, employer",48.9
India,"Agriculture Year (Jul - Jun), 2022",Persons,Assam,Rural + Urban,all,100.0
India,"Agriculture Year (Jul - Jun), 2022",Persons,Assam,Urban,All self employed,49.3
India,"Agriculture Year (Jul - Jun), 2022",Persons,Assam,Urban,Casual labour,11.0
India,"Agriculture Year (Jul - Jun), 2022",Persons,Assam,Urban,Regular wage/salary,39.7
India,"Agriculture Year (Jul - Jun), 2022",Persons,Assam,Urban,Self-Employed helper in hoursehold enterprise,7.2
India,"Agriculture Year (Jul - Jun), 2022",Persons,Assam,Urban,"Self-Employed own account worker, employer",42.1
India,"Agriculture Year (Jul - Jun), 2022",Persons,Assam,Urban,all,100.0
India,"Agriculture Year (Jul - Jun), 2022",Persons,Bihar,Rural,All self employed,64.7
India,"Agriculture Year (Jul - Jun), 2022",Persons,Bihar,Rural,Casual labour,28.4
India,"Agriculture Year (Jul - Jun), 2022",Persons,Bihar,Rural,Regular wage/salary,6.9
India,"Agriculture Year (Jul - Jun), 2022",Persons,Bihar,Rural,Self-Employed helper in hoursehold enterprise,14.5
India,"Agriculture Year (Jul - Jun), 2022",Persons,Bihar,Rural,"Self-Employed own account worker, employer",50.2
India,"Agriculture Year (Jul - Jun), 2022",Persons,Bihar,Rural,all,100.0
India,"Agriculture Year (Jul - Jun), 2022",Persons,Bihar,Rural + Urban,All self employed,63.9
India,"Agriculture Year (Jul - Jun), 2022",Persons,Bihar,Rural + Urban,Casual labour,27.6
India,"Agriculture Year (Jul - Jun), 2022",Persons,Bihar,Rural + Urban,Regular wage/salary,8.5
India,"Agriculture Year (Jul - Jun), 2022",Persons,Bihar,Rural + Urban,Self-Employed helper in hoursehold enterprise,14.1
India,"Agriculture Year (Jul - Jun), 2022",Persons,Bihar,Rural + Urban,"Self-Employed own account worker, employer",49.8
India,"Agriculture Year (Jul - Jun), 2022",Persons,Bihar,Rural + Urban,all,100.0
India,"Agriculture Year (Jul - Jun), 2022",Persons,Bihar,Urban,All self employed,53.6
India,"Agriculture Year (Jul - Jun), 2022",Persons,Bihar,Urban,Casual labour,17.2
India,"Agriculture Year (Jul - Jun), 2022",Persons,Bihar,Urban,Regular wage/salary,29.3
India,"Agriculture Year (Jul - Jun), 2022",Persons,Bihar,Urban,Self-Employed helper in hoursehold enterprise,8.6
India,"Agriculture Year (Jul - Jun), 2022",Persons,Bihar,Urban,"Self-Employed own account worker, employer",44.9
India,"Agriculture Year (Jul - Jun), 2022",Persons,Bihar,Urban,all,100.0
India,"Agriculture Year (Jul - Jun), 2022",Persons,Chandigarh,Rural,All self employed,15.6
India,"Agriculture Year (Jul - Jun), 2022",Persons,Chandigarh,Rural,Casual labour,12.9
India,"Agriculture Year (Jul - Jun), 2022",Persons,Chandigarh,Rural,Regular wage/salary,71.5
India,"Agriculture Year (Jul - Jun), 2022",Persons,Chandigarh,Rural,Self-Employed helper in hoursehold enterprise,0.4
India,"Agriculture Year (Jul - Jun), 2022",Persons,Chandigarh,Rural,"Self-Employed own account worker, employer",15.2
India,"Agriculture Year (Jul - Jun), 2022",Persons,Chandigarh,Rural,all,100.0
India,"Agriculture Year (Jul - Jun), 2022",Persons,Chandigarh,Rural + Urban,All self employed,20.6
India,"Agriculture Year (Jul - Jun), 2022",Persons,Chandigarh,Rural + Urban,Casual labour,7.5
India,"Agriculture Year (Jul - Jun), 2022",Persons,Chandigarh,Rural + Urban,Regular wage/salary,71.9
India,"Agriculture Year (Jul - Jun), 2022",Persons,Chandigarh,Rural + Urban,Self-Employed helper in hoursehold enterprise,2.1
India,"Agriculture Year (Jul - Jun), 2022",Persons,Chandigarh,Rural + Urban,"Self-Employed own account worker, employer",18.5
India,"Agriculture Year (Jul - Jun), 2022",Persons,Chandigarh,Rural + Urban,all,100.0
India,"Agriculture Year (Jul - Jun), 2022",Persons,Chandigarh,Urban,All self employed,20.9
India,"Agriculture Year (Jul - Jun), 2022",Persons,Chandigarh,Urban,Casual labour,7.2
India,"Agriculture Year (Jul - Jun), 2022",Persons,Chandigarh,Urban,Regular wage/salary,71.9
India,"Agriculture Year (Jul - Jun), 2022",Persons,Chandigarh,Urban,Self-Employed helper in hoursehold enterprise,2.2
India,"Agriculture Year (Jul - Jun), 2022",Persons,Chandigarh,Urban,"Self-Employed own account worker, employer",18.6
India,"Agriculture Year (Jul - Jun), 2022",Persons,Chandigarh,Urban,all,100.0
India,"Agriculture Year (Jul - Jun), 2022",Persons,Chhattisgarh,Rural,All self employed,71.5
India,"Agriculture Year (Jul - Jun), 2022",Persons,Chhattisgarh,Rural,Casual labour,19.1
India,"Agriculture Year (Jul - Jun), 2022",Persons,Chhattisgarh,Rural,Regular wage/salary,9.4
India,"Agriculture Year (Jul - Jun), 2022",Persons,Chhattisgarh,Rural,Self-Employed helper in hoursehold enterprise,40.9
India,"Agriculture Year (Jul - Jun), 2022",Persons,Chhattisgarh,Rural,"Self-Employed own account worker, employer",30.6
India,"Agriculture Year (Jul - Jun), 2022",Persons,Chhattisgarh,Rural,all,100.0
India,"Agriculture Year (Jul - Jun), 2022",Persons,Chhattisgarh,Rural + Urban,All self employed,67.3
India,"Agriculture Year (Jul - Jun), 2022",Persons,Chhattisgarh,Rural + Urban,Casual labour,18.1
India,"Agriculture Year (Jul - Jun), 2022",Persons,Chhattisgarh,Rural + Urban,Regular wage/salary,14.6
India,"Agriculture Year (Jul - Jun), 2022",Persons,Chhattisgarh,Rural + Urban,Self-Employed helper in hoursehold enterprise,37.0
India,"Agriculture Year (Jul - Jun), 2022",Persons,Chhattisgarh,Rural + Urban,"Self-Employed own account worker, employer",30.4
India,"Agriculture Year (Jul - Jun), 2022",Persons,Chhattisgarh,Rural + Urban,all,100.0
India,"Agriculture Year (Jul - Jun), 2022",Persons,Chhattisgarh,Urban,All self employed,43.3
India,"Agriculture Year (Jul - Jun), 2022",Persons,Chhattisgarh,Urban,Casual labour,12.2
India,"Agriculture Year (Jul - Jun), 2022",Persons,Chhattisgarh,Urban,Regular wage/salary,44.5
India,"Agriculture Year (Jul - Jun), 2022",Persons,Chhattisgarh,Urban,Self-Employed helper in hoursehold enterprise,14.4
India,"Agriculture Year (Jul - Jun), 2022",Persons,Chhattisgarh,Urban,"Self-Employed own account worker, employer",28.9
India,"Agriculture Year (Jul - Jun), 2022",Persons,Chhattisgarh,Urban,all,100.0
India,"Agriculture Year (Jul - Jun), 2022",Persons,Dadra and Nagar Haveli and Daman and Diu,Rural,All self employed,46.9
India,"Agriculture Year (Jul - Jun), 2022",Persons,Dadra and Nagar Haveli and Daman and Diu,Rural,Casual labour,7.7
India,"Agriculture Year (Jul - Jun), 2022",Persons,Dadra and Nagar Haveli and Daman and Diu,Rural,Regular wage/salary,45.4
India,"Agriculture Year (Jul - Jun), 2022",Persons,Dadra and Nagar Haveli and Daman and Diu,Rural,Self-Employed helper in hoursehold enterprise,21.7
India,"Agriculture Year (Jul - Jun), 2022",Persons,Dadra and Nagar Haveli and Daman and Diu,Rural,"Self-Employed own account worker, employer",25.2
India,"Agriculture Year (Jul - Jun), 2022",Persons,Dadra and Nagar Haveli and Daman and Diu,Rural,all,100.0
India,"Agriculture Year (Jul - Jun), 2022",Persons,Dadra and Nagar Haveli and Daman and Diu,Rural + Urban,All self employed,33.7
India,"Agriculture Year (Jul - Jun), 2022",Persons,Dadra and Nagar Haveli and Daman and Diu,Rural + Urban,Casual labour,3.8
India,"Agriculture Year (Jul - Jun), 2022",Persons,Dadra and Nagar Haveli and Daman and Diu,Rural + Urban,Regular wage/salary,62.5
India,"Agriculture Year (Jul - Jun), 2022",Persons,Dadra and Nagar Haveli and Daman and Diu,Rural + Urban,Self-Employed helper in hoursehold enterprise,11.6
India,"Agriculture Year (Jul - Jun), 2022",Persons,Dadra and Nagar Haveli and Daman and Diu,Rural + Urban,"Self-Employed own account worker, employer",22.1
India,"Agriculture Year (Jul - Jun), 2022",Persons,Dadra and Nagar Haveli and Daman and Diu,Rural + Urban,all,100.0
India,"Agriculture Year (Jul - Jun), 2022",Persons,Dadra and Nagar Haveli and Daman and Diu,Urban,All self employed,24.9
India,"Agriculture Year (Jul - Jun), 2022",Persons,Dadra and Nagar Haveli and Daman and Diu,Urban,Casual labour,1.2
India,"Agriculture Year (Jul - Jun), 2022",Persons,Dadra and Nagar Haveli and Daman and Diu,Urban,Regular wage/salary,73.8
India,"Agriculture Year (Jul - Jun), 2022",Persons,Dadra and Nagar Haveli and Daman and Diu,Urban,Self-Employed helper in hoursehold enterprise,4.9
India,"Agriculture Year (Jul - Jun), 2022",Persons,Dadra and Nagar Haveli and Daman and Diu,Urban,"Self-Employed own account worker, employer",20.0
India,"Agriculture Year (Jul - Jun), 2022",Persons,Dadra and Nagar Haveli and Daman and Diu,Urban,all,100.0
India,"Agriculture Year (Jul - Jun), 2022",Persons,Delhi,Rural,All self employed,35.0
India,"Agriculture Year (Jul - Jun), 2022",Persons,Delhi,Rural,Casual labour,12.1
India,"Agriculture Year (Jul - Jun), 2022",Persons,Delhi,Rural,Regular wage/salary,52.9
India,"Agriculture Year (Jul - Jun), 2022",Persons,Delhi,Rural,Self-Employed helper in hoursehold enterprise,0.1
India,"Agriculture Year (Jul - Jun), 2022",Persons,Delhi,Rural,"Self-Employed own account worker, employer",34.9
India,"Agriculture Year (Jul - Jun), 2022",Persons,Delhi,Rural,all,100.0
India,"Agriculture Year (Jul - Jun), 2022",Persons,Delhi,Rural + Urban,All self employed,34.6
India,"Agriculture Year (Jul - Jun), 2022",Persons,Delhi,Rural + Urban,Casual labour,5.8
India,"Agriculture Year (Jul - Jun), 2022",Persons,Delhi,Rural + Urban,Regular wage/salary,59.6
India,"Agriculture Year (Jul - Jun), 2022",Persons,Delhi,Rural + Urban,Self-Employed helper in hoursehold enterprise,3.7
India,"Agriculture Year (Jul - Jun), 2022",Persons,Delhi,Rural + Urban,"Self-Employed own account worker, employer",30.9
India,"Agriculture Year (Jul - Jun), 2022",Persons,Delhi,Rural + Urban,all,100.0
India,"Agriculture Year (Jul - Jun), 2022",Persons,Delhi,Urban,All self employed,34.6
India,"Agriculture Year (Jul - Jun), 2022",Persons,Delhi,Urban,Casual labour,5.7
India,"Agriculture Year (Jul - Jun), 2022",Persons,Delhi,Urban,Regular wage/salary,59.7
India,"Agriculture Year (Jul - Jun), 2022",Persons,Delhi,Urban,Self-Employed helper in hoursehold enterprise,3.8
India,"Agriculture Year (Jul - Jun), 2022",Persons,Delhi,Urban,"Self-Employed own account worker, employer",30.8
India,"Agriculture Year (Jul - Jun), 2022",Persons,Delhi,Urban,all,100.0
India,"Agriculture Year (Jul - Jun), 2022",Persons,Goa,Rural,All self employed,39.8
India,"Agriculture Year (Jul - Jun), 2022",Persons,Goa,Rural,Casual labour,8.3
India,"Agriculture Year (Jul - Jun), 2022",Persons,Goa,Rural,Regular wage/salary,51.9
India,"Agriculture Year (Jul - Jun), 2022",Persons,Goa,Rural,Self-Employed helper in hoursehold enterprise,8.4
India,"Agriculture Year (Jul - Jun), 2022",Persons,Goa,Rural,"Self-Employed own account worker, employer",31.4
India,"Agriculture Year (Jul - Jun), 2022",Persons,Goa,Rural,all,100.0
India,"Agriculture Year (Jul - Jun), 2022",Persons,Goa,Rural + Urban,All self employed,35.1
India,"Agriculture Year (Jul - Jun), 2022",Persons,Goa,Rural + Urban,Casual labour,7.7
India,"Agriculture Year (Jul - Jun), 2022",Persons,Goa,Rural + Urban,Regular wage/salary,57.2
India,"Agriculture Year (Jul - Jun), 2022",Persons,Goa,Rural + Urban,Self-Employed helper in hoursehold enterprise,6.2
India,"Agriculture Year (Jul - Jun), 2022",Persons,Goa,Rural + Urban,"Self-Employed own account worker, employer",28.9
India,"Agriculture Year (Jul - Jun), 2022",Persons,Goa,Rural + Urban,all,100.0
India,"Agriculture Year (Jul - Jun), 2022",Persons,Goa,Urban,All self employed,32.2
India,"Agriculture Year (Jul - Jun), 2022",Persons,Goa,Urban,Casual labour,7.4
India,"Agriculture Year (Jul - Jun), 2022",Persons,Goa,Urban,Regular wage/salary,60.4
India,"Agriculture Year (Jul - Jun), 2022",Persons,Goa,Urban,Self-Employed helper in hoursehold enterprise,4.7
India,"Agriculture Year (Jul - Jun), 2022",Persons,Goa,Urban,"Self-Employed own account worker, employer",27.4
India,"Agriculture Year (Jul - Jun), 2022",Persons,Goa,Urban,all,100.0
India,"Agriculture Year (Jul - Jun), 2022",Persons,Gujarat,Rural,All self employed,60.4
India,"Agriculture Year (Jul - Jun), 2022",Persons,Gujarat,Rural,Casual labour,21.9
India,"Agriculture Year (Jul - Jun), 2022",Persons,Gujarat,Rural,Regular wage/salary,17.6
India,"Agriculture Year (Jul - Jun), 2022",Persons,Gujarat,Rural,Self-Employed helper in hoursehold enterprise,22.7
India,"Agriculture Year (Jul - Jun), 2022",Persons,Gujarat,Rural,"Self-Employed own account worker, employer",37.7
India,"Agriculture Year (Jul - Jun), 2022",Persons,Gujarat,Rural,all,100.0
India,"Agriculture Year (Jul - Jun), 2022",Persons,Gujarat,Rural + Urban,All self employed,53.2
India,"Agriculture Year (Jul - Jun), 2022",Persons,Gujarat,Rural + Urban,Casual labour,16.5
India,"Agriculture Year (Jul - Jun), 2022",Persons,Gujarat,Rural + Urban,Regular wage/salary,30.3
India,"Agriculture Year (Jul - Jun), 2022",Persons,Gujarat,Rural + Urban,Self-Employed helper in hoursehold enterprise,17.1
India,"Agriculture Year (Jul - Jun), 2022",Persons,Gujarat,Rural + Urban,"Self-Employed own account worker, employer",36.2
India,"Agriculture Year (Jul - Jun), 2022",Persons,Gujarat,Rural + Urban,all,100.0
India,"Agriculture Year (Jul - Jun), 2022",Persons,Gujarat,Urban,All self employed,41.1
India,"Agriculture Year (Jul - Jun), 2022",Persons,Gujarat,Urban,Casual labour,7.4
India,"Agriculture Year (Jul - Jun), 2022",Persons,Gujarat,Urban,Regular wage/salary,51.5
India,"Agriculture Year (Jul - Jun), 2022",Persons,Gujarat,Urban,Self-Employed helper in hoursehold enterprise,7.5
India,"Agriculture Year (Jul - Jun), 2022",Persons,Gujarat,Urban,"Self-Employed own account worker, employer",33.6
India,"Agriculture Year (Jul - Jun), 2022",Persons,Gujarat,Urban,all,100.0
India,"Agriculture Year (Jul - Jun), 2022",Persons,Haryana,Rural,All self employed,52.1
India,"Agriculture Year (Jul - Jun), 2022",Persons,Haryana,Rural,Casual labour,21.5
India,"Agriculture Year (Jul - Jun), 2022",Persons,Haryana,Rural,Regular wage/salary,26.5
India,"Agriculture Year (Jul - Jun), 2022",Persons,Haryana,Rural,Self-Employed helper in hoursehold enterprise,10.9
India,"Agriculture Year (Jul - Jun), 2022",Persons,Haryana,Rural,"Self-Employed own account worker, employer",41.1
India,"Agriculture Year (Jul - Jun), 2022",Persons,Haryana,Rural,all,100.0
India,"Agriculture Year (Jul - Jun), 2022",Persons,Haryana,Rural + Urban,All self employed,45.3
India,"Agriculture Year (Jul - Jun), 2022",Persons,Haryana,Rural + Urban,Casual labour,17.5
India,"Agriculture Year (Jul - Jun), 2022",Persons,Haryana,Rural + Urban,Regular wage/salary,37.2
India,"Agriculture Year (Jul - Jun), 2022",Persons,Haryana,Rural + Urban,Self-Employed helper in hoursehold enterprise,8.7
India,"Agriculture Year (Jul - Jun), 2022",Persons,Haryana,Rural + Urban,"Self-Employed own account worker, employer",36.5
India,"Agriculture Year (Jul - Jun), 2022",Persons,Haryana,Rural + Urban,all,100.0
India,"Agriculture Year (Jul - Jun), 2022",Persons,Haryana,Urban,All self employed,32.7
India,"Agriculture Year (Jul - Jun), 2022",Persons,Haryana,Urban,Casual labour,10.1
India,"Agriculture Year (Jul - Jun), 2022",Persons,Haryana,Urban,Regular wage/salary,57.1
India,"Agriculture Year (Jul - Jun), 2022",Persons,Haryana,Urban,Self-Employed helper in hoursehold enterprise,4.7
India,"Agriculture Year (Jul - Jun), 2022",Persons,Haryana,Urban,"Self-Employed own account worker, employer",28.1
India,"Agriculture Year (Jul - Jun), 2022",Persons,Haryana,Urban,all,100.0
India,"Agriculture Year (Jul - Jun), 2022",Persons,Himachal Pradesh,Rural,All self employed,74.4
India,"Agriculture Year (Jul - Jun), 2022",Persons,Himachal Pradesh,Rural,Casual labour,8.4
India,"Agriculture Year (Jul - Jun), 2022",Persons,Himachal Pradesh,Rural,Regular wage/salary,17.2
India,"Agriculture Year (Jul - Jun), 2022",Persons,Himachal Pradesh,Rural,Self-Employed helper in hoursehold enterprise,28.0
India,"Agriculture Year (Jul - Jun), 2022",Persons,Himachal Pradesh,Rural,"Self-Employed own account worker, employer",46.4
India,"Agriculture Year (Jul - Jun), 2022",Persons,Himachal Pradesh,Rural,all,100.0
India,"Agriculture Year (Jul - Jun), 2022",Persons,Himachal Pradesh,Rural + Urban,All self employed,71.8
India,"Agriculture Year (Jul - Jun), 2022",Persons,Himachal Pradesh,Rural + Urban,Casual labour,8.2
India,"Agriculture Year (Jul - Jun), 2022",Persons,Himachal Pradesh,Rural + Urban,Regular wage/salary,20.0
India,"Agriculture Year (Jul - Jun), 2022",Persons,Himachal Pradesh,Rural + Urban,Self-Employed helper in hoursehold enterprise,26.5
India,"Agriculture Year (Jul - Jun), 2022",Persons,Himachal Pradesh,Rural + Urban,"Self-Employed own account worker, employer",45.3
India,"Agriculture Year (Jul - Jun), 2022",Persons,Himachal Pradesh,Rural + Urban,all,100.0
India,"Agriculture Year (Jul - Jun), 2022",Persons,Himachal Pradesh,Urban,All self employed,34.9
India,"Agriculture Year (Jul - Jun), 2022",Persons,Himachal Pradesh,Urban,Casual labour,6.2
India,"Agriculture Year (Jul - Jun), 2022",Persons,Himachal Pradesh,Urban,Regular wage/salary,58.9
India,"Agriculture Year (Jul - Jun), 2022",Persons,Himachal Pradesh,Urban,Self-Employed helper in hoursehold enterprise,5.5
India,"Agriculture Year (Jul - Jun), 2022",Persons,Himachal Pradesh,Urban,"Self-Employed own account worker, employer",29.4
India,"Agriculture Year (Jul - Jun), 2022",Persons,Himachal Pradesh,Urban,all,100.0
India,"Agriculture Year (Jul - Jun), 2022",Persons,Jammu and Kashmir,Rural,All self employed,71.4
India,"Agriculture Year (Jul - Jun), 2022",Persons,Jammu and Kashmir,Rural,Casual labour,13.0
India,"Agriculture Year (Jul - Jun), 2022",Persons,Jammu and Kashmir,Rural,Regular wage/salary,15.5
India,"Agriculture Year (Jul - Jun), 2022",Persons,Jammu and Kashmir,Rural,Self-Employed helper in hoursehold enterprise,21.0
India,"Agriculture Year (Jul - Jun), 2022",Persons,Jammu and Kashmir,Rural,"Self-Employed own account worker, employer",50.4
India,"Agriculture Year (Jul - Jun), 2022",Persons,Jammu and Kashmir,Rural,all,100.0
India,"Agriculture Year (Jul - Jun), 2022",Persons,Jammu and Kashmir,Rural + Urban,All self employed,68.3
India,"Agriculture Year (Jul - Jun), 2022",Persons,Jammu and Kashmir,Rural + Urban,Casual labour,12.4
India,"Agriculture Year (Jul - Jun), 2022",Persons,Jammu and Kashmir,Rural + Urban,Regular wage/salary,19.4
India,"Agriculture Year (Jul - Jun), 2022",Persons,Jammu and Kashmir,Rural + Urban,Self-Employed helper in hoursehold enterprise,18.9
India,"Agriculture Year (Jul - Jun), 2022",Persons,Jammu and Kashmir,Rural + Urban,"Self-Employed own account worker, employer",49.4
India,"Agriculture Year (Jul - Jun), 2022",Persons,Jammu and Kashmir,Rural + Urban,all,100.0
India,"Agriculture Year (Jul - Jun), 2022",Persons,Jammu and Kashmir,Urban,All self employed,48.3
India,"Agriculture Year (Jul - Jun), 2022",Persons,Jammu and Kashmir,Urban,Casual labour,8.1
India,"Agriculture Year (Jul - Jun), 2022",Persons,Jammu and Kashmir,Urban,Regular wage/salary,43.7
India,"Agriculture Year (Jul - Jun), 2022",Persons,Jammu and Kashmir,Urban,Self-Employed helper in hoursehold enterprise,5.6
India,"Agriculture Year (Jul - Jun), 2022",Persons,Jammu and Kashmir,Urban,"Self-Employed own account worker, employer",42.7
India,"Agriculture Year (Jul - Jun), 2022",Persons,Jammu and Kashmir,Urban,all,100.0
India,"Agriculture Year (Jul - Jun), 2022",Persons,Jharkhand,Rural,All self employed,73.2
India,"Agriculture Year (Jul - Jun), 2022",Persons,Jharkhand,Rural,Casual labour,18.5
India,"Agriculture Year (Jul - Jun), 2022",Persons,Jharkhand,Rural,Regular wage/salary,8.3
India,"Agriculture Year (Jul - Jun), 2022",Persons,Jharkhand,Rural,Self-Employed helper in hoursehold enterprise,34.0
India,"Agriculture Year (Jul - Jun), 2022",Persons,Jharkhand,Rural,"Self-Employed own account worker, employer",39.3
India,"Agriculture Year (Jul - Jun), 2022",Persons,Jharkhand,Rural,all,100.0
India,"Agriculture Year (Jul - Jun), 2022",Persons,Jharkhand,Rural + Urban,All self employed,69.9
India,"Agriculture Year (Jul - Jun), 2022",Persons,Jharkhand,Rural + Urban,Casual labour,18.1
India,"Agriculture Year (Jul - Jun), 2022",Persons,Jharkhand,Rural + Urban,Regular wage/salary,12.0
India,"Agriculture Year (Jul - Jun), 2022",Persons,Jharkhand,Rural + Urban,Self-Employed helper in hoursehold enterprise,30.9
India,"Agriculture Year (Jul - Jun), 2022",Persons,Jharkhand,Rural + Urban,"Self-Employed own account worker, employer",38.9
India,"Agriculture Year (Jul - Jun), 2022",Persons,Jharkhand,Rural + Urban,all,100.0
India,"Agriculture Year (Jul - Jun), 2022",Persons,Jharkhand,Urban,All self employed,47.1
India,"Agriculture Year (Jul - Jun), 2022",Persons,Jharkhand,Urban,Casual labour,15.5
India,"Agriculture Year (Jul - Jun), 2022",Persons,Jharkhand,Urban,Regular wage/salary,37.5
India,"Agriculture Year (Jul - Jun), 2022",Persons,Jharkhand,Urban,Self-Employed helper in hoursehold enterprise,10.3
India,"Agriculture Year (Jul - Jun), 2022",Persons,Jharkhand,Urban,"Self-Employed own account worker, employer",36.7
India,"Agriculture Year (Jul - Jun), 2022",Persons,Jharkhand,Urban,all,100.0
India,"Agriculture Year (Jul - Jun), 2022",Persons,Karnataka,Rural,All self employed,57.3
India,"Agriculture Year (Jul - Jun), 2022",Persons,Karnataka,Rural,Casual labour,28.9
India,"Agriculture Year (Jul - Jun), 2022",Persons,Karnataka,Rural,Regular wage/salary,13.8
India,"Agriculture Year (Jul - Jun), 2022",Persons,Karnataka,Rural,Self-Employed helper in hoursehold enterprise,21.0
India,"Agriculture Year (Jul - Jun), 2022",Persons,Karnataka,Rural,"Self-Employed own account worker, employer",36.3
India,"Agriculture Year (Jul - Jun), 2022",Persons,Karnataka,Rural,all,100.0
India,"Agriculture Year (Jul - Jun), 2022",Persons,Karnataka,Rural + Urban,All self employed,48.5
India,"Agriculture Year (Jul - Jun), 2022",Persons,Karnataka,Rural + Urban,Casual labour,24.4
India,"Agriculture Year (Jul - Jun), 2022",Persons,Karnataka,Rural + Urban,Regular wage/salary,27.2
India,"Agriculture Year (Jul - Jun), 2022",Persons,Karnataka,Rural + Urban,Self-Employed helper in hoursehold enterprise,15.7
India,"Agriculture Year (Jul - Jun), 2022",Persons,Karnataka,Rural + Urban,"Self-Employed own account worker, employer",32.7
India,"Agriculture Year (Jul - Jun), 2022",Persons,Karnataka,Rural + Urban,all,100.0
India,"Agriculture Year (Jul - Jun), 2022",Persons,Karnataka,Urban,All self employed,30.7
India,"Agriculture Year (Jul - Jun), 2022",Persons,Karnataka,Urban,Casual labour,15.4
India,"Agriculture Year (Jul - Jun), 2022",Persons,Karnataka,Urban,Regular wage/salary,54.0
India,"Agriculture Year (Jul - Jun), 2022",Persons,Karnataka,Urban,Self-Employed helper in hoursehold enterprise,5.1
India,"Agriculture Year (Jul - Jun), 2022",Persons,Karnataka,Urban,"Self-Employed own account worker, employer",25.5
India,"Agriculture Year (Jul - Jun), 2022",Persons,Karnataka,Urban,all,100.0
India,"Agriculture Year (Jul - Jun), 2022",Persons,Kerala,Rural,All self employed,40.9
India,"Agriculture Year (Jul - Jun), 2022",Persons,Kerala,Rural,Casual labour,31.9
India,"Agriculture Year (Jul - Jun), 2022",Persons,Kerala,Rural,Regular wage/salary,27.2
India,"Agriculture Year (Jul - Jun), 2022",Persons,Kerala,Rural,Self-Employed helper in hoursehold enterprise,6.7
India,"Agriculture Year (Jul - Jun), 2022",Persons,Kerala,Rural,"Self-Employed own account worker, employer",34.2
India,"Agriculture Year (Jul - Jun), 2022",Persons,Kerala,Rural,all,100.0
India,"Agriculture Year (Jul - Jun), 2022",Persons,Kerala,Rural + Urban,All self employed,39.7
India,"Agriculture Year (Jul - Jun), 2022",Persons,Kerala,Rural + Urban,Casual labour,27.4
India,"Agriculture Year (Jul - Jun), 2022",Persons,Kerala,Rural + Urban,Regular wage/salary,32.9
India,"Agriculture Year (Jul - Jun), 2022",Persons,Kerala,Rural + Urban,Self-Employed helper in hoursehold enterprise,5.2
India,"Agriculture Year (Jul - Jun), 2022",Persons,Kerala,Rural + Urban,"Self-Employed own account worker, employer",34.5
India,"Agriculture Year (Jul - Jun), 2022",Persons,Kerala,Rural + Urban,all,100.0
India,"Agriculture Year (Jul - Jun), 2022",Persons,Kerala,Urban,All self employed,38.2
India,"Agriculture Year (Jul - Jun), 2022",Persons,Kerala,Urban,Casual labour,21.6
India,"Agriculture Year (Jul - Jun), 2022",Persons,Kerala,Urban,Regular wage/salary,40.2
India,"Agriculture Year (Jul - Jun), 2022",Persons,Kerala,Urban,Self-Employed helper in hoursehold enterprise,3.3
India,"Agriculture Year (Jul - Jun), 2022",Persons,Kerala,Urban,"Self-Employed own account worker, employer",34.9
India,"Agriculture Year (Jul - Jun), 2022",Persons,Kerala,Urban,all,100.0
India,"Agriculture Year (Jul - Jun), 2022",Persons,Ladakh,Rural,All self employed,68.9
India,"Agriculture Year (Jul - Jun), 2022",Persons,Ladakh,Rural,Casual labour,13.6
